,3_text.txt
aisslam,-2.6642291925215447e-06
aisy,-5.3284583850430894e-06
aivi,-2.6642291925215447e-06
aiya,-2.6642291925215447e-06
aiye,-5.3284583850430894e-06
aiyer,-2.6642291925215447e-06
aiyo,-5.3284583850430894e-06
aj,-0.00018916027266902967
aja,-1.8649604347650815e-05
ajaaoo,-2.6642291925215447e-06
ajab,-2.6642291925215447e-06
ajad,-2.6642291925215447e-06
ajana,-2.6642291925215447e-06
ajao,-3.197075031025854e-05
ajaona,-2.6642291925215447e-06
ajata,-2.6642291925215447e-06
ajatak,-2.6642291925215447e-06
ajate,-5.3284583850430894e-06
ajati,-2.6642291925215447e-06
ajaunga,-5.3284583850430894e-06
ajaw,-2.6642291925215447e-06
ajax,-7.992687577564635e-06
ajay,-7.992687577564635e-06
ajaya,-2.6642291925215447e-06
ajayegi,-5.3284583850430894e-06
ajaygi,-2.6642291925215447e-06
aje,-2.6642291925215447e-06
ajee,-2.6642291925215447e-06
ajeeb,-7.992687577564635e-06
ajesh,-2.6642291925215447e-06
ajhooo,-2.6642291925215447e-06
aji,-2.6642291925215447e-06
ajib,-2.6642291925215447e-06
ajinkya,-7.992687577564635e-06
ajit,-2.6642291925215447e-06
ajiv,-2.6642291925215447e-06
ajj,-1.598537515512927e-05
ajji,-2.6642291925215447e-06
ajkal,-1.598537515512927e-05
ajkirat,-2.6642291925215447e-06
ajkl,-2.6642291925215447e-06
ajmaker,-2.6642291925215447e-06
ajo,-2.6642291925215447e-06
ajoa,-2.6642291925215447e-06
ajooba,-2.6642291925215447e-06
ajtak,-2.6642291925215447e-06
ajubaa,-2.6642291925215447e-06
ak,-0.0001438683763961634
aka,-5.3284583850430894e-06
akal,-1.0656916770086179e-05
akali,-2.6642291925215447e-06
akansha,-5.3284583850430894e-06
akar,-2.6642291925215447e-06
akbaar,-2.6642291925215447e-06
akbar,-2.6642291925215447e-06
akbarudin,-2.6642291925215447e-06
akda,-2.6642291925215447e-06
akdam,-2.6642291925215447e-06
akdum,-2.6642291925215447e-06
ake,-5.3284583850430894e-06
akela,-2.3978062732693904e-05
akele,-2.1313833540172358e-05
akeli,-2.6642291925215447e-06
akella,-2.6642291925215447e-06
akh,-5.3284583850430894e-06
akhand,-2.6642291925215447e-06
akhayee,-2.6642291925215447e-06
akhbaar,-5.3284583850430894e-06
akhe,-2.6642291925215447e-06
akheer,-2.6642291925215447e-06
akher,-2.6642291925215447e-06
akhil,-2.6642291925215447e-06
akhilesh,-2.6642291925215447e-06
akhir,-2.3978062732693904e-05
akhirat,-5.3284583850430894e-06
akhirkar,-2.6642291925215447e-06
akhri,-5.3284583850430894e-06
akhtar,-7.992687577564635e-06
aki,-5.3284583850430894e-06
akib,-2.6642291925215447e-06
akka,-2.6642291925215447e-06
akkd,-2.6642291925215447e-06
akki,-1.3321145962607725e-05
akkisingg,-2.6642291925215447e-06
akl,-5.3284583850430894e-06
akmal,-1.0656916770086179e-05
akmalbrothers,-2.6642291925215447e-06
ako,-5.3284583850430894e-06
akram,-2.6642291925215447e-06
aksar,-1.0656916770086179e-05
akshar,-2.6642291925215447e-06
akshara,-5.3284583850430894e-06
aksharahaasan,-2.6642291925215447e-06
akshat,-5.3284583850430894e-06
akshay,-1.598537515512927e-05
akshaykanitkar,-2.6642291925215447e-06
akshit,-2.6642291925215447e-06
akshita,-7.992687577564635e-06
aksle,-2.6642291925215447e-06
akther,-2.6642291925215447e-06
al,-1.598537515512927e-05
ala,-2.6642291925215447e-06
aladin,-2.6642291925215447e-06
alag,-0.00012255454285599107
alah,-2.6642291925215447e-06
alaikom,-2.6642291925215447e-06
alaikum,-1.598537515512927e-05
alamitos,-2.6642291925215447e-06
alan,-1.598537515512927e-05
alas,-5.3284583850430894e-06
alava,-2.6642291925215447e-06
alawa,-1.0656916770086179e-05
alaykum,-2.6642291925215447e-06
albany,-2.6642291925215447e-06
albatta,-5.3284583850430894e-06
albert,-2.6642291925215447e-06
albina,-2.6642291925215447e-06
albinism,-2.6642291925215447e-06
album,-5.594881304295244e-05
albums,-5.3284583850430894e-06
alchol,-2.6642291925215447e-06
alcohol,-2.6642291925215447e-06
alcoholic,-2.6642291925215447e-06
aldrich,-2.6642291925215447e-06
ale,-2.6642291925215447e-06
alekom,-2.6642291925215447e-06
alekum,-5.3284583850430894e-06
alena,-2.6642291925215447e-06
alert,-7.992687577564635e-06
alesso,-5.3284583850430894e-06
alex,-7.992687577564635e-06
alexander,-2.6642291925215447e-06
alexandria,-2.6642291925215447e-06
alfc,-2.6642291925215447e-06
alfred,-2.6642291925215447e-06
alfredos,-2.6642291925215447e-06
alg,-2.1313833540172358e-05
algo,-2.6642291925215447e-06
algorithmg,-7.992687577564635e-06
alha,-2.6642291925215447e-06
ali,-1.8649604347650815e-05
alia,-1.3321145962607725e-05
alice,-7.992687577564635e-06
alicia,-5.3284583850430894e-06
alien,-5.3284583850430894e-06
aliens,-2.6642291925215447e-06
aligarh,-5.3284583850430894e-06
alignment,-2.6642291925215447e-06
alike,-5.3284583850430894e-06
alikum,-5.3284583850430894e-06
alisha,-2.6642291925215447e-06
alittle,-2.6642291925215447e-06
alive,-1.8649604347650815e-05
aliya,-5.3284583850430894e-06
alkas,-2.6642291925215447e-06
alkhol,-2.6642291925215447e-06
all,-0.0012362023453299969
alla,-2.6642291925215447e-06
allah,-0.00017583912670642197
allaha,-5.3284583850430894e-06
allahabad,-2.6642291925215447e-06
allaiquem,-2.6642291925215447e-06
allegations,-5.3284583850430894e-06
alleges,-5.3284583850430894e-06
allen,-5.3284583850430894e-06
allergy,-5.3284583850430894e-06
alleviation,-2.6642291925215447e-06
allha,-7.992687577564635e-06
allho,-2.6642291925215447e-06
allies,-2.6642291925215447e-06
alll,-2.6642291925215447e-06
allll,-2.6642291925215447e-06
allocate,-2.6642291925215447e-06
allocated,-7.992687577564635e-06
allocates,-2.6642291925215447e-06
allocation,-2.6642291925215447e-06
allopathic,-2.6642291925215447e-06
allotted,-2.6642291925215447e-06
allow,-1.598537515512927e-05
allowance,-2.6642291925215447e-06
allowd,-7.992687577564635e-06
allowed,-2.3978062732693904e-05
allowedg,-2.6642291925215447e-06
allready,-2.6642291925215447e-06
allrounder,-5.3284583850430894e-06
allsaints,-2.6642291925215447e-06
allstars,-2.6642291925215447e-06
alluring,-2.6642291925215447e-06
allways,-2.6642291925215447e-06
allwing,-2.6642291925215447e-06
almaarion,-2.6642291925215447e-06
almost,-3.996343788782317e-05
almostg,-2.6642291925215447e-06
aloha,-5.3284583850430894e-06
alomst,-5.3284583850430894e-06
alondraa,-2.6642291925215447e-06
alone,-5.062035465790935e-05
along,-4.2627667080344715e-05
alongside,-2.6642291925215447e-06
aloo,-2.6642291925215447e-06
alooottt,-2.6642291925215447e-06
alopecia,-2.6642291925215447e-06
alot,-2.664229192521545e-05
alottttt,-2.6642291925215447e-06
alow,-2.6642291925215447e-06
alphabet,-2.6642291925215447e-06
already,-0.00014120414720364188
alresford,-2.6642291925215447e-06
alright,-1.598537515512927e-05
alsi,-2.6642291925215447e-06
alsip,-2.1313833540172358e-05
also,-0.00024510908571198214
alsog,-5.3284583850430894e-06
alsooo,-2.6642291925215447e-06
alt,-2.6642291925215447e-06
alternate,-7.992687577564635e-06
although,-5.3284583850430894e-06
altitude,-5.3284583850430894e-06
altogether,-2.6642291925215447e-06
alva,-2.6642291925215447e-06
alway,-2.6642291925215447e-06
always,-0.0002424448565194606
alwayz,-2.6642291925215447e-06
alwez,-5.3284583850430894e-06
alwways,-2.6642291925215447e-06
alwyn,-2.6642291925215447e-06
alwys,-5.3284583850430894e-06
alwyz,-2.6642291925215447e-06
alwyzz,-2.6642291925215447e-06
alwz,-1.0656916770086179e-05
aly,-2.6642291925215447e-06
alyekum,-2.6642291925215447e-06
alykum,-5.3284583850430894e-06
alzheimer,-2.6642291925215447e-06
am,-0.0004049628372632748
ama,-2.6642291925215447e-06
amal,-2.6642291925215447e-06
amala,-2.6642291925215447e-06
aman,-5.3284583850430894e-06
amanatullah,-5.3284583850430894e-06
amar,-7.992687577564635e-06
amara,-2.6642291925215447e-06
amardeep,-2.6642291925215447e-06
amarinder,-2.6642291925215447e-06
amaroc,-2.6642291925215447e-06
amas,-2.6642291925215447e-06
amazed,-7.992687577564635e-06
amazing,-8.791956335321099e-05
amazinggg,-2.6642291925215447e-06
amazngggggg,-2.6642291925215447e-06
amazon,-2.3978062732693904e-05
ambani,-2.3978062732693904e-05
ambassador,-5.3284583850430894e-06
ambien,-2.6642291925215447e-06
ambigious,-2.6642291925215447e-06
ambit,-2.6642291925215447e-06
ambition,-2.6642291925215447e-06
amblyopia,-2.6642291925215447e-06
ambuja,-2.6642291925215447e-06
amc,-2.6642291925215447e-06
amebiasis,-2.6642291925215447e-06
ameeeeeeeeeeeeeeeeeeeeeeeeeeeeeennn,-2.6642291925215447e-06
ameen,-2.1313833540172358e-05
amen,-5.3284583850430894e-06
amendment,-2.6642291925215447e-06
amenities,-2.6642291925215447e-06
america,-1.8649604347650815e-05
american,-1.598537515512927e-05
americans,-1.0656916770086179e-05
americascup,-2.6642291925215447e-06
ameriki,-2.6642291925215447e-06
amersham,-2.6642291925215447e-06
amethi,-2.6642291925215447e-06
ami,-2.1313833540172358e-05
amid,-2.6642291925215447e-06
amigo,-2.6642291925215447e-06
amin,-2.6642291925215447e-06
amir,-3.197075031025854e-05
amit,-6.127727142799553e-05
amitabh,-1.598537515512927e-05
amitabhbachan,-2.6642291925215447e-06
amitabhbachchan,-1.598537515512927e-05
amitji,-5.3284583850430894e-06
amitshah,-2.6642291925215447e-06
amity,-2.6642291925215447e-06
amjad,-2.6642291925215447e-06
amla,-2.664229192521545e-05
amma,-1.0656916770086179e-05
ammi,-1.598537515512927e-05
ammunition,-2.6642291925215447e-06
amo,-7.992687577564635e-06
among,-7.992687577564635e-06
amor,-2.6642291925215447e-06
amos,-2.1313833540172358e-05
amount,-7.992687577564635e-06
amp,-0.000708684965210731
ample,-5.3284583850430894e-06
amsterdam,-3.197075031025854e-05
amul,-2.6642291925215447e-06
amunicipal,-2.6642291925215447e-06
amzing,-2.6642291925215447e-06
an,-0.0004635758794987488
ana,-6.660572981303862e-05
anaaaj,-2.6642291925215447e-06
anaheim,-2.6642291925215447e-06
anaj,-2.6642291925215447e-06
analyse,-2.6642291925215447e-06
analysing,-2.6642291925215447e-06
analysis,-2.9306521117736996e-05
analyzing,-5.3284583850430894e-06
anand,-1.3321145962607725e-05
anarchist,-2.6642291925215447e-06
anarchists,-2.6642291925215447e-06
anarchy,-2.6642291925215447e-06
anari,-2.6642291925215447e-06
anath,-2.6642291925215447e-06
anay,-2.6642291925215447e-06
anchor,-2.6642291925215447e-06
anchors,-2.6642291925215447e-06
and,-0.004220139040954127
anda,-2.6642291925215447e-06
andaa,-2.6642291925215447e-06
andaaz,-2.6642291925215447e-06
andar,-5.32845838504309e-05
andaz,-2.6642291925215447e-06
ande,-5.3284583850430894e-06
andekha,-2.6642291925215447e-06
ander,-1.3321145962607725e-05
anderson,-2.6642291925215447e-06
andh,-2.6642291925215447e-06
andha,-5.3284583850430894e-06
andhbhakt,-2.6642291925215447e-06
andher,-2.6642291925215447e-06
andhera,-2.6642291925215447e-06
andhere,-1.0656916770086179e-05
andhi,-7.992687577564635e-06
andhiyari,-2.6642291925215447e-06
andhon,-5.3284583850430894e-06
andhra,-2.6642291925215447e-06
andolan,-7.992687577564635e-06
andorid,-2.6642291925215447e-06
andr,-7.992687577564635e-06
andre,-7.992687577564635e-06
andriod,-2.6642291925215447e-06
android,-3.729920869530163e-05
andthenew,-2.6642291925215447e-06
andy,-2.664229192521545e-05
ane,-5.32845838504309e-05
anek,-2.6642291925215447e-06
anekta,-2.6642291925215447e-06
anemia,-7.992687577564635e-06
anese,-2.6642291925215447e-06
aneti,-2.6642291925215447e-06
aneurdu,-2.6642291925215447e-06
anewale,-2.6642291925215447e-06
ang,-1.598537515512927e-05
angdaai,-2.6642291925215447e-06
angdai,-2.6642291925215447e-06
angel,-5.3284583850430894e-06
angeles,-7.992687577564635e-06
angelina,-7.992687577564635e-06
angelinvestor,-2.6642291925215447e-06
angelo,-2.6642291925215447e-06
anger,-2.6642291925215447e-06
angle,-5.3284583850430894e-06
angoor,-2.6642291925215447e-06
angraiiii,-2.6642291925215447e-06
angreji,-7.992687577564635e-06
angrejo,-5.3284583850430894e-06
angrezi,-2.3978062732693904e-05
angrezo,-2.6642291925215447e-06
angry,-1.598537515512927e-05
angst,-2.6642291925215447e-06
anguurs,-2.6642291925215447e-06
anhonee,-5.3284583850430894e-06
ani,-2.6642291925215447e-06
animal,-7.992687577564635e-06
animalrights,-2.6642291925215447e-06
animals,-1.598537515512927e-05
animalsense,-2.6642291925215447e-06
animation,-2.6642291925215447e-06
anish,-2.6642291925215447e-06
aniston,-1.3321145962607725e-05
anitha,-2.6642291925215447e-06
anivarya,-2.6642291925215447e-06
anjaam,-2.6642291925215447e-06
anjaan,-2.6642291925215447e-06
anjali,-5.3284583850430894e-06
anjana,-2.6642291925215447e-06
ankha,-2.6642291925215447e-06
ankhe,-5.3284583850430894e-06
ankhein,-2.6642291925215447e-06
ankhiyon,-2.6642291925215447e-06
ankho,-1.0656916770086179e-05
ankhoo,-2.6642291925215447e-06
ankit,-1.0656916770086179e-05
ankle,-7.992687577564635e-06
anko,-2.6642291925215447e-06
anmol,-5.3284583850430894e-06
ann,-2.6642291925215447e-06
anna,-0.00032503596148762844
annaa,-5.3284583850430894e-06
annahazare,-5.3284583850430894e-06
annaji,-3.197075031025854e-05
annareturns,-2.1313833540172358e-05
anne,-2.6642291925215447e-06
annie,-2.6642291925215447e-06
anniversaries,-2.6642291925215447e-06
anniversary,-3.729920869530163e-05
anno,-2.6642291925215447e-06
announce,-1.598537515512927e-05
announced,-4.529189627286626e-05
announcement,-5.3284583850430894e-06
announcements,-2.6642291925215447e-06
announcemnt,-2.6642291925215447e-06
announcing,-1.0656916770086179e-05
announcmnt,-2.6642291925215447e-06
annoy,-2.6642291925215447e-06
annoyn,-2.6642291925215447e-06
annual,-1.598537515512927e-05
annualy,-2.6642291925215447e-06
ano,-2.6642291925215447e-06
anokha,-2.6642291925215447e-06
anonymous,-2.664229192521545e-05
anoop,-2.6642291925215447e-06
anorexia,-2.6642291925215447e-06
anoriod,-2.6642291925215447e-06
anosmia,-2.6642291925215447e-06
another,-0.00012521877204851262
anotherrrrrrr,-2.6642291925215447e-06
anothr,-5.3284583850430894e-06
anotia,-2.6642291925215447e-06
anouncement,-2.6642291925215447e-06
anpad,-2.6642291925215447e-06
anpadh,-2.6642291925215447e-06
ans,-3.197075031025854e-05
ansal,-2.6642291925215447e-06
ansar,-2.6642291925215447e-06
anshan,-2.6642291925215447e-06
anshu,-2.6642291925215447e-06
ansr,-2.6642291925215447e-06
ansu,-2.6642291925215447e-06
answer,-7.459841739060326e-05
answerg,-2.6642291925215447e-06
answering,-2.6642291925215447e-06
answerrightoption,-2.6642291925215447e-06
answers,-1.598537515512927e-05
answr,-2.6642291925215447e-06
antar,-2.6642291925215447e-06
antena,-5.3284583850430894e-06
anteraatma,-2.6642291925215447e-06
anthem,-7.992687577564635e-06
anthonee,-2.6642291925215447e-06
anthony,-2.3978062732693904e-05
anthrax,-2.6642291925215447e-06
anti,-4.795612546538781e-05
antiques,-2.6642291925215447e-06
antonia,-5.3284583850430894e-06
antonio,-7.992687577564635e-06
anugrha,-2.6642291925215447e-06
anuj,-2.6642291925215447e-06
anulaag,-2.6642291925215447e-06
anulaaggg,-2.6642291925215447e-06
anuman,-2.6642291925215447e-06
anumati,-2.6642291925215447e-06
anunty,-2.6642291925215447e-06
anurag,-5.3284583850430894e-06
anushka,-3.197075031025854e-05
anushkasharma,-5.3284583850430894e-06
anuska,-2.6642291925215447e-06
anuyai,-2.6642291925215447e-06
anvaran,-2.6642291925215447e-06
anxious,-2.6642291925215447e-06
any,-0.0003383571074502362
anyaay,-2.6642291925215447e-06
anybdy,-2.6642291925215447e-06
anybody,-1.3321145962607725e-05
anyhow,-2.6642291925215447e-06
anymore,-2.1313833540172358e-05
anyone,-0.00011456185527842643
anyones,-2.6642291925215447e-06
anythin,-2.6642291925215447e-06
anything,-9.324802173825407e-05
anythn,-7.992687577564635e-06
anytime,-2.6642291925215447e-06
anyway,-1.8649604347650815e-05
anyways,-3.463497950278008e-05
anywhere,-1.598537515512927e-05
ao,-1.8649604347650815e-05
aoge,-1.3321145962607725e-05
aoki,-2.6642291925215447e-06
aone,-2.6642291925215447e-06
aoo,-5.3284583850430894e-06
aooo,-5.3284583850430894e-06
aooooo,-2.6642291925215447e-06
aor,-1.8649604347650815e-05
aoulad,-2.6642291925215447e-06
ap,-0.0007220061111733387
apaan,-2.6642291925215447e-06
apake,-2.6642291925215447e-06
apaki,-2.6642291925215447e-06
apan,-1.3321145962607725e-05
apana,-5.3284583850430894e-06
apane,-7.992687577564635e-06
apani,-5.3284583850430894e-06
apanya,-2.6642291925215447e-06
apart,-1.0656916770086179e-05
apartment,-2.6642291925215447e-06
apas,-2.6642291925215447e-06
apdiye,-2.6642291925215447e-06
apen,-2.6642291925215447e-06
apharan,-2.6642291925215447e-06
aphran,-5.3284583850430894e-06
api,-2.6642291925215447e-06
apil,-2.6642291925215447e-06
apja,-2.6642291925215447e-06
apji,-2.6642291925215447e-06
apk,-1.0656916770086179e-05
apka,-0.0002317879397493744
apkaisa,-2.6642291925215447e-06
apkay,-2.6642291925215447e-06
apke,-0.0001598537515512927
apkeliya,-2.6642291925215447e-06
apkeliye,-2.6642291925215447e-06
apkey,-2.6642291925215447e-06
apki,-0.00023445216894189597
apko,-0.0002717513776371976
apks,-2.6642291925215447e-06
apku,-5.3284583850430894e-06
apky,-7.992687577564635e-06
apmaan,-1.598537515512927e-05
apman,-7.992687577564635e-06
apmere,-2.6642291925215447e-06
apmuslim,-2.6642291925215447e-06
apn,-2.6642291925215447e-06
apna,-0.00035967094099040856
apnai,-2.6642291925215447e-06
apnao,-2.6642291925215447e-06
apnapan,-2.6642291925215447e-06
apnate,-2.6642291925215447e-06
apnay,-2.6642291925215447e-06
apne,-0.0007939402993714204
apnea,-2.6642291925215447e-06
apney,-1.3321145962607725e-05
apni,-0.0004662401086912704
apniii,-2.6642291925215447e-06
apno,-7.992687577564635e-06
apnr,-2.6642291925215447e-06
apny,-5.3284583850430894e-06
apo,-2.6642291925215447e-06
apointment,-5.3284583850430894e-06
apologized,-1.598537515512927e-05
apologizes,-1.3321145962607725e-05
apology,-7.992687577564635e-06
apon,-2.6642291925215447e-06
app,-0.0002717513776371976
appa,-2.6642291925215447e-06
appalachian,-2.6642291925215447e-06
appalling,-2.6642291925215447e-06
apparent,-5.3284583850430894e-06
apparently,-1.8649604347650815e-05
appeal,-7.992687577564635e-06
appealing,-7.992687577564635e-06
appear,-2.6642291925215447e-06
appearance,-1.0656916770086179e-05
appearances,-2.6642291925215447e-06
appeared,-5.3284583850430894e-06
appearing,-7.992687577564635e-06
appeiciate,-2.6642291925215447e-06
appendicitis,-2.6642291925215447e-06
appka,-5.3284583850430894e-06
appke,-2.6642291925215447e-06
appkesat,-2.6642291925215447e-06
appki,-5.3284583850430894e-06
appko,-7.992687577564635e-06
apple,-9.324802173825407e-05
applicable,-2.6642291925215447e-06
application,-1.0656916770086179e-05
applications,-2.6642291925215447e-06
applies,-2.6642291925215447e-06
apply,-1.0656916770086179e-05
applying,-2.6642291925215447e-06
appna,-2.6642291925215447e-06
appne,-5.3284583850430894e-06
appoint,-5.3284583850430894e-06
appointed,-5.3284583850430894e-06
appointment,-2.6642291925215447e-06
appreciate,-1.598537515512927e-05
appreciated,-2.6642291925215447e-06
appreciating,-5.3284583850430894e-06
